NumeroTicket|ItemID|Item|Resumen|Ubicacion|ModoReporte|Estado|FechaCreacion|FechaTermino|FechaCierre|Prioridad
WO0000005508737|163|PARED|PINTAR|CA ETE - 255000|Web HD|Rechazado|2025-08-18|||2
WO0000005509807|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-08-18|03-09-25|07/09/2025|3
WO0000005509275|108|FOCO FLOURESCENTES|CAMBIAR|MOLLENDO - 425000|Web HD|Cerrado|2025-08-18|25-08-25|28/08/2025|2
WO0000005511406|52|COCINA EQUIPOS|REPARAR|RAUL FERRERO - 193012|Web HD|Cerrado|2025-08-18|19-08-25|22/08/2025|1
WO0000005510368|154|OFICINA|FUMIGAR|JULIACA - 405000|Web HD|Cerrado|2025-08-18|25-08-25|28/08/2025|2
WO0000005510832|56|CONTADOR DE BILLETES|REPARAR|VITARTE - 191043|Web HD|Cerrado|2025-08-18|21-08-25|24/08/2025|3
WO0000005509862|56|CONTADOR DE BILLETES|REPARAR|LUREN - 380004|Web HD|Rechazado|2025-08-18|||3
WO0000005510366|154|OFICINA|FUMIGAR|DIAGONAL - 285003|Web HD|Cerrado|2025-08-18|25-08-25|28/08/2025|3
WO0000005510371|139|LONCHERA CERRADURA|REEMPLAZAR|CHACLACAYO - 191074|Web HD|Rechazado|2025-08-18|||3
WO0000005510891|44|CAMARA CONVENCIONAL|MOVER|ALFONSO UGARTE - 191089|Web HD|Cerrado|2025-08-18|19-08-25|22/08/2025|1
WO0000005509873|198|PULSADOR INALAMBRICO|REPARAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-08-18|19-08-25|22/08/2025|3
WO0000005511826|111|GRIFERIA|REVISAR|VITARTE - 191043|Web HD|Cerrado|2025-08-18|20-08-25|23/08/2025|3
WO0000005509283|43|CAJONERA CERRADURA|REEMPLAZAR|MOLLENDO - 425000|Web HD|Cerrado|2025-08-18|25-08-25|28/08/2025|2
WO0000005510801|69|DETECTOR DE BILLETES|REPARAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-08-18|18-08-25|21/08/2025|2
WO0000005510800|69|DETECTOR DE BILLETES|REPARAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-08-18|18-08-25|21/08/2025|3
WO0000005516824|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-08-19|19-08-25|22/08/2025|2
WO0000005514068|188|PUERTA / MAMPARA|REPARAR|PISCO - 470000|Web HD|Rechazado|2025-08-19|||3
WO0000005515855|256|URINARIO FLUXOMETRO|REVISAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-08-19|22-08-25|25/08/2025|1
WO0000005516820|220|SERVIMATIC|REVISAR|LARAPA - 285005|Web HD|Cerrado|2025-08-19|02-09-25|05/09/2025|3
WO0000005515315|56|CONTADOR DE BILLETES|REPARAR|CONSTRUCTORES - 193005|Web HD|Cerrado|2025-08-19|24-08-25|27/08/2025|3
WO0000005516833|56|CONTADOR DE BILLETES|REPARAR|CAILLOMA - 191098|Web HD|Rechazado|2025-08-19|||1
WO0000005516825|56|CONTADOR DE BILLETES|REPARAR|CAILLOMA - 191098|Web HD|Rechazado|2025-08-19|||3
WO0000005514768|130|LAVATORIO|REPARAR|LA CULTURA - 285006|Web HD|Cerrado|2025-08-19|21-08-25|24/08/2025|1
WO0000005515357|5|AIRE ACONDICIONADO|REPARAR|LUREN - 380004|Web HD|Rechazado|2025-08-19|||1
WO0000005514761|56|CONTADOR DE BILLETES|REPARAR|JULIACA - 405000|Web HD|Cerrado|2025-08-19|25-08-25|28/08/2025|1
WO0000005516334|5|AIRE ACONDICIONADO|REPARAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-08-19|21-08-25|24/08/2025|2
WO0000005515863|111|GRIFERIA|REVISAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-08-19|02-09-25|05/09/2025|2
WO0000005515313|59|CORTE DE ENERGIA|REVISAR|VITARTE - 191043|Web HD|Cerrado|2025-08-19|21-08-25|24/08/2025|2
WO0000005516806|108|FOCO FLOURESCENTES|CAMBIAR|LA PLANICIE - 193045|Web HD|Cerrado|2025-08-19|19-08-25|22/08/2025|2
WO0000005515882|240|TECHO /BALDOSAS|CAMBIAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-08-19|10-09-25|13/09/2025|1
WO0000005514766|154|OFICINA|FUMIGAR|MOQUEGUA - 430000|Web HD|Cerrado|2025-08-19|25-08-25|28/08/2025|3
WO0000005515861|240|TECHO /BALDOSAS|CAMBIAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-08-19|10-09-25|13/09/2025|3
WO0000005515386|108|FOCO FLOURESCENTES|CAMBIAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-08-19|21-08-25|24/08/2025|2
WO0000005516832|61|CORTINAS/PERSIANAS/ROLLERS|LIMPIAR|PDH LAIVE - 191172|Web HD|Rechazado|2025-08-19|||1
WO0000005515365|202|RAMPA BARANDA|MANTENIMIENTO|MARIANO MELGAR - 215014|Web HD|Cerrado|2025-08-19|31-08-25|03/09/2025|3
WO0000005517987|154|OFICINA|FUMIGAR|CAYMA - 215002|Web HD|Cerrado|2025-08-20|25-08-25|28/08/2025|3
WO0000005520248|5|AIRE ACONDICIONADO|REPARAR|SAN JUAN DE MARCONA - 513000|Web HD|Cerrado|2025-08-20|07-09-25|10/09/2025|2
WO0000005517989|231|STICKER|REPONER|JACOBO HUNTER - 215022|Web HD|Cerrado|2025-08-20|20-08-25|23/08/2025|3
WO0000005519381|192|PUERTA/MAMPARA BRAZO HIDRAULICO|REPARAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-20|24-08-25|27/08/2025|1
WO0000005519084|218|SE?ALETICA INTERNA|REPONER|LAS VI?AS - 193066|Web HD|Cerrado|2025-08-20|20-08-25|23/08/2025|2
WO0000005520270|32|CAJA BUZON|REPARAR|HUAYCAN - 191085|Web HD|Rechazado|2025-08-20|||3
WO0000005520269|32|CAJA BUZON|REPARAR|HUAYCAN - 191085|Web HD|Rechazado|2025-08-20|||1
WO0000005517952|56|CONTADOR DE BILLETES|REPARAR|SOCABAYA - 215017|Web HD|Cerrado|2025-08-20|05-09-25|08/09/2025|1
WO0000005519660|56|CONTADOR DE BILLETES|REPARAR|CAILLOMA - 191098|Web HD|Cerrado|2025-08-20|29-08-25|01/09/2025|2
WO0000005520616|5|AIRE ACONDICIONADO|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-08-20|11-09-25|14/09/2025|3
WO0000005519692|241|TECHO /BALDOSAS FILTRACION|CAMBIAR|MALL AVENTURA PLAZA SANTA ANITA - 191118|Web HD|Cerrado|2025-08-20|01-09-25|04/09/2025|1
WO0000005517948|64|CREDENZA|REPARAR|CUSCO - 285000|Web HD|Cerrado|2025-08-20|22-08-25|25/08/2025|1
WO0000005520624|56|CONTADOR DE BILLETES|REPARAR|MUSA - 193050|Web HD|Rechazado|2025-08-20|||1
WO0000005519390|221|SILLAS|REPARAR|LA CULTURA - 285006|Web HD|Cerrado|2025-08-20|29-08-25|01/09/2025|3
WO0000005519085|249|TOMACORRIENTES|REVISAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-08-20|24-08-25|27/08/2025|1
WO0000005517982|154|OFICINA|FUMIGAR|JULIACA - 405000|Web HD|Cerrado|2025-08-20|27-08-25|30/08/2025|2
WO0000005520262|22|BOVEDA|REPARAR|HUAYCAN - 191085|Web HD|Rechazado|2025-08-20|||2
WO0000005517995|107|FOCO DICROICOS|CAMBIAR|MOLLENDO - 425000|Web HD|Cerrado|2025-08-20|25-08-25|28/08/2025|2
WO0000005520634|41|CAJONERA|REPARAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-08-20|07-09-25|10/09/2025|3
WO0000005519081|218|SE?ALETICA INTERNA|REPONER|EL QUINDE ICA - 380008|Web HD|Cerrado|2025-08-20|20-08-25|23/08/2025|1
WO0000005517985|65|CREDENZA CERRADURA|REEMPLAZAR|LA SALLE - 191114|Web HD|Rechazado|2025-08-20|||2
WO0000005517996|185|PRE INDECI|REALIZAR - PRE REGULATORIO|LA CULTURA - 285006|Web HD|Cerrado|2025-08-20|01-09-25|04/09/2025|2
WO0000005519086|218|SE?ALETICA INTERNA|REPONER|ARGENTINA - 191014|Web HD|Cerrado|2025-08-20|20-08-25|23/08/2025|1
WO0000005518363|32|CAJA BUZON|REPARAR|MOLLENDO - 425000|Web HD|Cerrado|2025-08-20|10-09-25|13/09/2025|1
WO0000005519340|55|CONTACTO MAGNETICO|REPARAR|LAS ALONDRAS - 191044|Web HD|Cerrado|2025-08-20|20-08-25|23/08/2025|2
WO0000005517990|53|COMEDOR|LIMPIAR|MOLLENDO - 425000|Web HD|Cerrado|2025-08-20|31-08-25|03/09/2025|1
WO0000005520618|221|SILLAS|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-08-20|28-08-25|31/08/2025|2
WO0000005519687|226|SISTEMA DE AUDIO|REEMPLAZAR|CAILLOMA - 191098|Web HD|Rechazado|2025-08-20|||2
WO0000005517978|108|FOCO FLOURESCENTES|CAMBIAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-20|21-08-25|24/08/2025|2
WO0000005521102|56|CONTADOR DE BILLETES|REPARAR|VENEZUELA - 191026|Web HD|Cerrado|2025-08-20|29-08-25|01/09/2025|2
WO0000005519071|41|CAJONERA|REPARAR|BUSTAMANTE Y RIVERO - 215010|Web HD|Cerrado|2025-08-20|31-08-25|03/09/2025|1
WO0000005519032|43|CAJONERA CERRADURA|REEMPLAZAR|BUSTAMANTE Y RIVERO - 215010|Web HD|Cerrado|2025-08-20|03-09-25|07/09/2025|2
WO0000005520662|56|CONTADOR DE BILLETES|REPARAR|VENEZUELA - 191026|Web HD|Cerrado|2025-08-20|24-08-25|27/08/2025|3
WO0000005519090|43|CAJONERA CERRADURA|REEMPLAZAR|CUSCO - 285000|Web HD|Cerrado|2025-08-20|22-08-25|25/08/2025|1
WO0000005518364|35|CAJA PULMON|REPARAR|MOLLENDO - 425000|Web HD|Cerrado|2025-08-20|10-09-25|13/09/2025|1
WO0000005520632|69|DETECTOR DE BILLETES|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-08-20|26-08-25|29/08/2025|1
WO0000005517992|65|CREDENZA CERRADURA|REEMPLAZAR|LA SALLE - 191114|Web HD|Cerrado|2025-08-20|20-08-25|23/08/2025|1
WO0000005524335|92|ESCRITORIO|REPARAR|PARURO - 191047|Web HD|Cerrado|2025-08-21|31-08-25|03/09/2025|2
WO0000005525230|108|FOCO FLOURESCENTES|CAMBIAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-08-21|21-08-25|24/08/2025|1
WO0000005524395|56|CONTADOR DE BILLETES|REPARAR|LUREN - 380004|Web HD|Cerrado|2025-08-21|29-08-25|01/09/2025|2
WO0000005524339|45|CAMARA IP|REPARAR|CAILLOMA - 191098|Web HD|Cerrado|2025-08-21|24-08-25|27/08/2025|1
WO0000005525231|69|DETECTOR DE BILLETES|REPARAR|CAILLOMA - 191098|Web HD|Cerrado|2025-08-21|21-08-25|24/08/2025|3
WO0000005523491|91|ESCRIBANIA|REPARAR|PARURO - 191047|Web HD|Rechazado|2025-08-21|||3
WO0000005523055|56|CONTADOR DE BILLETES|REPARAR|LUREN - 380004|Web HD|Rechazado|2025-08-21|||1
WO0000005524357|225|SIRENA|REPARAR|MARIANO MELGAR - 215014|Web HD|Cerrado|2025-08-21|26-08-25|29/08/2025|3
WO0000005523465|56|CONTADOR DE BILLETES|REPARAR|LA FONTANA - 193054|Web HD|Rechazado|2025-08-21|||1
WO0000005522526|216|SENSOR DE PARED|REPARAR|LA FONTANA - 193054|Web HD|Cerrado|2025-08-21|21-08-25|24/08/2025|2
WO0000005522418|215|SENSOR DE MAMPARA|REPARAR|MALA - 255002|Web HD|Cerrado|2025-08-21|24-08-25|27/08/2025|3
WO0000005525228|108|FOCO FLOURESCENTES|CAMBIAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-08-21|21-08-25|24/08/2025|3
WO0000005524377|22|BOVEDA|REPARAR|COLONIAL - 192035|Web HD|Rechazado|2025-08-21|||1
WO0000005524369|139|LONCHERA CERRADURA|REEMPLAZAR|COLONIAL - 192035|Web HD|Rechazado|2025-08-21|||2
WO0000005523422|5|AIRE ACONDICIONADO|REPARAR|CAILLOMA - 191098|Web HD|Cerrado|2025-08-21|24-08-25|27/08/2025|3
WO0000005525219|108|FOCO FLOURESCENTES|CAMBIAR|ALFONSO UGARTE - 191089|Web HD|Cerrado|2025-08-21|21-08-25|24/08/2025|3
WO0000005523977|139|LONCHERA CERRADURA|REEMPLAZAR|COLONIAL - 192035|Web HD|Rechazado|2025-08-21|||3
WO0000005522413|170|PIR ANTEBOVEDA|REPARAR|LAS ALONDRAS - 191044|Web HD|Cerrado|2025-08-21|24-08-25|27/08/2025|1
WO0000005525208|43|CAJONERA CERRADURA|REEMPLAZAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-08-21|21-08-25|24/08/2025|2
WO0000005522412|55|CONTACTO MAGNETICO|REPARAR|LAS ALONDRAS - 191044|Web HD|Cerrado|2025-08-21|21-08-25|24/08/2025|3
WO0000005524361|198|PULSADOR INALAMBRICO|REPARAR|MARIANO MELGAR - 215014|Web HD|Cerrado|2025-08-21|26-08-25|29/08/2025|2
WO0000005525210|43|CAJONERA CERRADURA|REEMPLAZAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-08-21|21-08-25|24/08/2025|3
WO0000005525215|43|CAJONERA CERRADURA|REEMPLAZAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-08-21|21-08-25|24/08/2025|2
WO0000005522525|32|CAJA BUZON|REPARAR|EMANCIPACION - 191054|Web HD|Rechazado|2025-08-21|||1
WO0000005525213|188|PUERTA / MAMPARA|REPARAR|TACNA - 540000|Web HD|Cerrado|2025-08-21|25-08-25|28/08/2025|2
WO0000005525220|65|CREDENZA CERRADURA|APERTURAR|LA SALLE - 191114|Web HD|Cerrado|2025-08-21|21-08-25|24/08/2025|2
WO0000005524388|62|CORTO CIRCUITO|REVISAR|VITARTE - 191043|Web HD|Cerrado|2025-08-21|24-08-25|27/08/2025|2
WO0000005523403|139|LONCHERA CERRADURA|REEMPLAZAR|CAILLOMA - 191098|Web HD|Cerrado|2025-08-21|28-08-25|31/08/2025|1
WO0000005523408|253|TV|REPARAR|VITARTE - 191043|Web HD|Cerrado|2025-08-21|24-08-25|27/08/2025|2
WO0000005524399|69|DETECTOR DE BILLETES|REPARAR|LA FONTANA - 193054|Web HD|Rechazado|2025-08-21|||3
WO0000005525225|138|LOCKER CERRADURA|REEMPLAZAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-08-21|21-08-25|24/08/2025|1
WO0000005525270|232|TABLERO ELECTRICO|REVISAR|LOS RUISE ORES - 191115|Web HD|Cerrado|2025-08-21|29-08-25|01/09/2025|1
WO0000005526806|130|LAVATORIO|REPARAR|ELIO - 191067|Web HD|Cerrado|2025-08-22|27-08-25|30/08/2025|3
WO0000005526584|264|VINIL|REPONER|BUSTAMANTE Y RIVERO - 215010|Web HD|Cerrado|2025-08-22|31-08-25|03/09/2025|1
WO0000005526592|190|PUERTA / MAMPARA CERRADURA|DUPLICADO DE LLAVE|LUREN - 380004|Web HD|Rechazado|2025-08-22|||3
WO0000005526816|53|COMEDOR|LIMPIAR|PISCO - 470000|Web HD|Cerrado|2025-08-22|26-08-25|29/08/2025|1
WO0000005526810|35|CAJA PULMON|REPARAR|EL CARMEN - 315001|Web HD|Rechazado|2025-08-22|||3
WO0000005526586|154|OFICINA|FUMIGAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-08-22|31-08-25|03/09/2025|2
WO0000005526834|154|OFICINA|FUMIGAR|COLONIAL - 192035|Web HD|Cerrado|2025-08-22|31-08-25|03/09/2025|2
WO0000005526815|53|COMEDOR|LIMPIAR|NAZCA - 440000|Web HD|Cerrado|2025-08-22|02-09-25|05/09/2025|2
WO0000005526807|113|GRUPO ELECTROGENO|REVISAR|ELIO - 191067|Web HD|Cerrado|2025-08-22|27-08-25|30/08/2025|1
WO0000005526813|240|TECHO /BALDOSAS|CAMBIAR|PUERTO MALDONADO - 485000|Web HD|Cerrado|2025-08-22|08-09-25|10/09/2025|1
WO0000005526812|108|FOCO FLOURESCENTES|CAMBIAR|PUERTO MALDONADO - 485000|Web HD|Cerrado|2025-08-22|10-09-25|13/09/2025|2
WO0000005529087|108|FOCO FLOURESCENTES|CAMBIAR|LA CULTURA - 285006|Web HD|Cerrado|2025-08-24|24-08-25|27/08/2025|1
WO0000005529084|108|FOCO FLOURESCENTES|CAMBIAR|LA CULTURA - 285006|Web HD|Cerrado|2025-08-24|24-08-25|27/08/2025|1
WO0000005529039|108|FOCO FLOURESCENTES|CAMBIAR|ABANCAY - 200000|Web HD|Cerrado|2025-08-24|25-08-25|28/08/2025|2
WO0000005529092|108|FOCO FLOURESCENTES|CAMBIAR|LA CULTURA - 285006|Web HD|Cerrado|2025-08-24|24-08-25|27/08/2025|2
WO0000005529578|255|UPS / ESTABILIZADOR|REVISAR|PUERTO MALDONADO - 485000|Web HD|Cerrado|2025-08-24|31-08-25|03/09/2025|3
WO0000005531365|215|SENSOR DE MAMPARA|REPARAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-08-24|26-08-25|29/08/2025|2
WO0000005529061|108|FOCO FLOURESCENTES|CAMBIAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-24|24-08-25|27/08/2025|1
WO0000005529060|232|TABLERO ELECTRICO|REVISAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-24|24-08-25|27/08/2025|3
WO0000005529555|34|CAJA FUERTE|REPARAR|VITARTE - 191043|Web HD|Cerrado|2025-08-24|26-08-25|29/08/2025|1
WO0000005529021|136|LLAVE SHUNT|REPARAR|CAMANA - 250000|Web HD|Cerrado|2025-08-24|05-09-25|08/09/2025|3
WO0000005531906|62|CORTO CIRCUITO|REVISAR|ICA - 380000|Web HD|Cerrado|2025-08-24|27-08-25|30/08/2025|3
WO0000005531694|87|ESCALERA|REPARAR|PRIMAX MELGAREJO - 193084|Web HD|Cerrado|2025-08-24|06-10-25|09/10/2025|2
WO0000005527999|192|PUERTA/MAMPARA BRAZO HIDRAULICO|REPARAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-08-24|25-08-25|28/08/2025|1
WO0000005529510|108|FOCO FLOURESCENTES|CAMBIAR|IMPERIAL - 255001|Web HD|Cerrado|2025-08-24|02-09-25|05/09/2025|2
WO0000005529063|221|SILLAS|REPARAR|CAYMA - 215002|Web HD|Cerrado|2025-08-24|24-08-25|27/08/2025|1
WO0000005529065|188|PUERTA / MAMPARA|REPARAR|CAYMA - 215002|Web HD|Cerrado|2025-08-24|24-08-25|27/08/2025|1
WO0000005529564|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|LOS RUISE ORES - 191115|Web HD|Cerrado|2025-08-24|31-08-25|03/09/2025|3
WO0000005531683|56|CONTADOR DE BILLETES|REPARAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|Rechazado|2025-08-24|||3
WO0000005527963|56|CONTADOR DE BILLETES|REPARAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-08-24|26-08-25|29/08/2025|3
WO0000005529048|154|OFICINA|FUMIGAR|TACNA - 540000|Web HD|Cerrado|2025-08-24|01-09-25|04/09/2025|3
WO0000005529043|108|FOCO FLOURESCENTES|CAMBIAR|ABANCAY - 200000|Web HD|Rechazado|2025-08-24|||1
WO0000005529047|188|PUERTA / MAMPARA|REPARAR|URUBAMBA - 285009|Web HD|Cerrado|2025-08-24|27-08-25|30/08/2025|1
WO0000005529502|5|AIRE ACONDICIONADO|REPARAR|IMPERIAL - 255001|Web HD|Cerrado|2025-08-24|27-08-25|30/08/2025|3
WO0000005529516|43|CAJONERA CERRADURA|DUPLICADO DE LLAVE|IMPERIAL - 255001|Web HD|Cerrado|2025-08-24|26-08-25|29/08/2025|3
WO0000005527967|56|CONTADOR DE BILLETES|REPARAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-08-24|29-08-25|01/09/2025|3
WO0000005534256|56|CONTADOR DE BILLETES|REPARAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|Cerrado|2025-08-25|31-08-25|03/09/2025|3
WO0000005534672|240|TECHO /BALDOSAS|CAMBIAR|COLONIAL - 192035|Web HD|Cerrado|2025-08-25|29-08-25|01/09/2025|1
WO0000005534263|136|LLAVE SHUNT|REPARAR|EL CARMEN - 315001|Web HD|Cerrado|2025-08-25|27-08-25|30/08/2025|3
WO0000005532874|136|LLAVE SHUNT|REPARAR|VENEZUELA - 191026|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|1
WO0000005533335|220|SERVIMATIC|REVISAR|CUSCO - 285000|Web HD|Cerrado|2025-08-25|02-09-25|05/09/2025|2
WO0000005534282|252|TUBERIA DE DESAGUE|REPARAR|LOS RUISE ORES - 191115|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|1
WO0000005535519|195|PUERTAS|REPARAR|MALA - 255002|Web HD|Rechazado|2025-08-25|||3
WO0000005533784|32|CAJA BUZON|REPROGRAMAR|CAILLOMA - 191098|Web HD|Rechazado|2025-08-25|||2
WO0000005534629|79|DVR|REPARAR|MERCADO CENTRAL - 191002|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|1
WO0000005535586|43|CAJONERA CERRADURA|REEMPLAZAR|CUSCO - 285000|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|3
WO0000005533742|221|SILLAS|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|1
WO0000005532630|225|SIRENA|REPARAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|2
WO0000005535900|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|LA CULTURA - 285006|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|1
WO0000005535505|41|CAJONERA|REPARAR|MALA - 255002|Web HD|Cerrado|2025-08-25|29-08-25|01/09/2025|3
WO0000005534628|92|ESCRITORIO|REPARAR|CAYMA - 215002|Web HD|Cerrado|2025-08-25|02-09-25|05/09/2025|3
WO0000005535012|107|FOCO DICROICOS|CAMBIAR|MALA - 255002|Web HD|Cerrado|2025-08-25|31-08-25|03/09/2025|2
WO0000005534297|123|INODOROS|REVISAR|LOS RUISE ORES - 191115|Web HD|Cerrado|2025-08-25|31-08-25|03/09/2025|1
WO0000005533320|122|INODORO TANQUE DE AGUA|REVISAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-25|31-08-25|03/09/2025|1
WO0000005535010|89|ESCALERA CINTA ANTIDESLIZANTE|REPONER|MALA - 255002|Web HD|Cerrado|2025-08-25|29-08-25|01/09/2025|3
WO0000005535598|188|PUERTA / MAMPARA|REPARAR|LA CULTURA - 285006|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|2
WO0000005532332|170|PIR ANTEBOVEDA|REPARAR|LUREN - 380004|Web HD|Cerrado|2025-08-25|25-08-25|28/08/2025|3
WO0000005532363|170|PIR ANTEBOVEDA|REPARAR|LUREN - 380004|Web HD|Cerrado|2025-08-25|25-08-25|28/08/2025|3
WO0000005535568|108|FOCO FLOURESCENTES|CAMBIAR|SICUANI - 533000|Web HD|Cerrado|2025-08-25|01-09-25|04/09/2025|2
WO0000005535948|108|FOCO FLOURESCENTES|CAMBIAR|PISCO - 470000|Web HD|Cerrado|2025-08-25|31-08-25|03/09/2025|3
WO0000005535003|46|CANALETAS|REPARAR|MALA - 255002|Web HD|Cerrado|2025-08-25|29-08-25|01/09/2025|1
WO0000005533363|154|OFICINA|FUMIGAR|CERRO COLORADO - 215013|Web HD|Cerrado|2025-08-25|05-09-25|08/09/2025|2
WO0000005535998|92|ESCRITORIO|MANTENIMIENTO|BOLOGNESI - 540002|Web HD|Rechazado|2025-08-25|||3
WO0000005535572|171|PISOS|LIMPIAR|SICUANI - 533000|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|2
WO0000005536303|92|ESCRITORIO|MANTENIMIENTO|BOLOGNESI - 540002|Web HD|Rechazado|2025-08-25|||2
WO0000005536300|92|ESCRITORIO|MANTENIMIENTO|BOLOGNESI - 540002|Web HD|Rechazado|2025-08-25|||1
WO0000005535570|75|DISPENSADOR DE PAPEL HIGIENICO|REPARAR|SICUANI - 533000|Web HD|Cerrado|2025-08-25|04-09-25|07/09/2025|3
WO0000005535592|65|CREDENZA CERRADURA|REEMPLAZAR|CUSCO - 285000|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|2
WO0000005535060|190|PUERTA / MAMPARA CERRADURA|DUPLICADO DE LLAVE|LA FONTANA - 193054|Web HD|Cerrado|2025-08-25|29-08-25|01/09/2025|1
WO0000005533357|154|OFICINA|FUMIGAR|URUBAMBA - 285009|Web HD|Cerrado|2025-08-25|01-09-25|04/09/2025|3
WO0000005535569|171|PISOS|LIMPIAR|SICUANI - 533000|Web HD|Rechazado|2025-08-25|||3
WO0000005535580|154|OFICINA|FUMIGAR|PUNO - 495000|Web HD|Cerrado|2025-08-25|01-09-25|04/09/2025|1
WO0000005534215|253|TV|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-08-25|01-09-25|04/09/2025|1
WO0000005533359|30|CABLEADO|ORDENAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-08-25|28-08-25|31/08/2025|3
WO0000005535020|107|FOCO DICROICOS|CAMBIAR|MALA - 255002|Web HD|Rechazado|2025-08-25|||3
WO0000005533309|113|GRUPO ELECTROGENO|REVISAR|MERCADO CENTRAL - 191002|Web HD|Cerrado|2025-08-25|27-08-25|30/08/2025|1
WO0000005535526|188|PUERTA / MAMPARA|REPARAR|MALA - 255002|Web HD|Cerrado|2025-08-25|29-08-25|01/09/2025|3
WO0000005533706|35|CAJA PULMON|REPARAR|LOS RUISE ORES - 191115|Web HD|Rechazado|2025-08-25|||3
WO0000005533396|22|BOVEDA|REPROGRAMAR|LOS RUISE ORES - 191115|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|1
WO0000005533723|32|CAJA BUZON|REPROGRAMAR|LA SALLE - 191114|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|3
WO0000005535546|56|CONTADOR DE BILLETES|REPARAR|LA SALLE - 191114|Web HD|Cerrado|2025-08-25|28-08-25|31/08/2025|3
WO0000005532832|56|CONTADOR DE BILLETES|REPARAR|LA FONTANA - 193054|Web HD|Cerrado|2025-08-25|03-09-25|07/09/2025|1
WO0000005535996|92|ESCRITORIO|MANTENIMIENTO|HUAYCAN - 191085|Web HD|Cerrado|2025-08-25|08-09-25|10/09/2025|1
WO0000005535951|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|PISCO - 470000|Web HD|Rechazado|2025-08-25|||1
WO0000005533731|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-08-25|27-08-25|30/08/2025|1
WO0000005533700|35|CAJA PULMON|REPARAR|LOS RUISE ORES - 191115|Web HD|Cerrado|2025-08-25|26-08-25|29/08/2025|2
WO0000005534640|154|OFICINA|FUMIGAR|SOCABAYA - 215017|Web HD|Cerrado|2025-08-25|05-09-25|08/09/2025|3
WO0000005540342|108|FOCO FLOURESCENTES|CAMBIAR|LARAPA - 285005|Web HD|Cerrado|2025-08-26|28-08-25|31/08/2025|2
WO0000005537467|30|CABLEADO|ORDENAR|AREQUIPA - 215000|Web HD|Cerrado|2025-08-26|31-08-25|03/09/2025|1
